8
8
100
['dA_v2', 'dB_v3', 'dB_v4', 'dB_v2', 'dB_v1', 'dA_v1', 'dC_v1']
['dD_v2', 'dC_v2', 'dC_v4', 'dC_v3', 'dA_v2', 'dA_v1', 'dC_v1']
['dC_v3', 'dA_v2', 'dA_v1', 'dB_v1', 'dB_v2', 'dB_v4', 'dD_v1', 'dD_v2', 'dC_v2', 'dC_v1']
['dA_v1', 'dA_v2', 'dB_v3', 'dB_v4', 'dB_v2', 'dD_v1', 'dD_v2', 'dC_v2', 'dC_v4', 'dC_v3', 'dC_v1']
429 ['0.0001', '0.0000', '0.0001', '0.0000']
430 ['0.0000', '0.0007', '0.9974', '0.0019']
431 ['0.0001', '0.0000', '0.0002', '0.0000']
432 ['0.0001', '0.0000', '0.0001', '0.0000']
433 ['0.0001', '0.0000', '0.0001', '0.0000']
434 ['0.9982', '0.9984', '0.0003', '0.0025']
435 ['0.0003', '0.0001', '0.0002', '0.0001']
436 ['0.9985', '0.9985', '0.0004', '0.0032']
437 ['0.0004', '0.0001', '0.0001', '0.0000']
438 ['0.0002', '0.0000', '0.0002', '0.0000']
439 ['0.0001', '0.0000', '0.0001', '0.0000']
440 ['0.0000', '0.0011', '0.9987', '0.0029']
441 ['0.9965', '0.0032', '0.0020', '0.9975']
442 ['0.0003', '0.0001', '0.0001', '0.0002']
443 ['0.0001', '0.0000', '0.0000', '0.0000']
444 ['0.0001', '0.0000', '0.0001', '0.0000']
445 ['0.0044', '0.9951', '0.9988', '0.9948']
446 ['0.0002', '0.0002', '0.0002', '0.0001']
447 ['0.0001', '0.0000', '0.0001', '0.0000']
448 ['0.0001', '0.0001', '0.0002', '0.0000']
449 ['0.0001', '0.0000', '0.0001', '0.0000']
450 ['0.0001', '0.0001', '0.0005', '0.0000']
451 ['0.0000', '0.0015', '0.9970', '0.0015']
452 ['0.0001', '0.0000', '0.0002', '0.0000']
453 ['0.0001', '0.0000', '0.0002', '0.0000']
454 ['0.0001', '0.0000', '0.0001', '0.0000']
455 ['0.0001', '0.0000', '0.0001', '0.0000']
456 ['0.0039', '0.9950', '0.9988', '0.9943']
457 ['0.0002', '0.0003', '0.0003', '0.0001']
458 ['0.0001', '0.0000', '0.0001', '0.0000']
459 ['0.0001', '0.0001', '0.0001', '0.0000']
460 ['0.0001', '0.0000', '0.0000', '0.0000']
461 ['0.0001', '0.0000', '0.0001', '0.0000']
462 ['0.0001', '0.0000', '0.0001', '0.0000']
463 ['0.0001', '0.0000', '0.0001', '0.0000']
464 ['0.0000', '0.0008', '0.9981', '0.0023']
465 ['0.0001', '0.0000', '0.0003', '0.0000']
466 ['0.9980', '0.9984', '0.0004', '0.0032']
467 ['0.0004', '0.0001', '0.0001', '0.0001']
468 ['0.0000', '0.0014', '0.9982', '0.0030']
469 ['0.0001', '0.0000', '0.0002', '0.0000']
470 ['0.0002', '0.0001', '0.0001', '0.0000']
471 ['0.9973', '0.0022', '0.0011', '0.9973']
472 ['0.0002', '0.0001', '0.0003', '0.0002']
473 ['0.0002', '0.0000', '0.0000', '0.0000']
474 ['0.0001', '0.0000', '0.0002', '0.0000']
475 ['0.0000', '0.0012', '0.9983', '0.0026']
476 ['0.0002', '0.0000', '0.0002', '0.0000']
477 ['0.9980', '0.9984', '0.0004', '0.0032']
478 ['0.0004', '0.0001', '0.0001', '0.0000']
479 ['0.0002', '0.0001', '0.0001', '0.0000']
480 ['0.0001', '0.0000', '0.0001', '0.0000']
481 ['0.0001', '0.0000', '0.0001', '0.0000']
482 ['0.0043', '0.9956', '0.9988', '0.9950']
483 ['0.9959', '0.9974', '0.0009', '0.0059']
484 ['0.0004', '0.0001', '0.0001', '0.0001']
485 ['0.9980', '0.0026', '0.0010', '0.9969']
486 ['0.0003', '0.0002', '0.0003', '0.0002']
487 ['0.0001', '0.0000', '0.0001', '0.0000']
488 ['0.9981', '0.9982', '0.0003', '0.0027']
489 ['0.0004', '0.0001', '0.0001', '0.0001']
490 ['0.9981', '0.0026', '0.0011', '0.9972']
491 ['0.0003', '0.0001', '0.0001', '0.0002']
492 ['0.0002', '0.0000', '0.0000', '0.0000']
493 ['0.0001', '0.0000', '0.0001', '0.0000']
494 ['0.9984', '0.9982', '0.0002', '0.0024']
495 ['0.0004', '0.0001', '0.0001', '0.0000']
496 ['0.0002', '0.0000', '0.0001', '0.0000']
497 ['0.0000', '0.0007', '0.9976', '0.0026']
498 ['0.0046', '0.9950', '0.9990', '0.9964']
499 ['0.0002', '0.0003', '0.0003', '0.0001']
500 ['0.0001', '0.0000', '0.0001', '0.0000']
